,name,address
344,옥산정평점,경상북도 경산시  성암로 21길 43
345,옥련점,인천광역시 연수구  청량로239번길 11
346,옥길지구점,"경기도 부천시  범안로 219번길 19, 지하2층 비207호 (옥길동)"
347,옥곡백천점,"경상북도 경산시  백천동로7, 상가동 108호"
348,옥계구포점,경상북도 구미시  산호대로 25길 25-38
349,오태북삼점,경상북도 칠곡군 북삼읍 북삼로 109
350,오창2산단점,"충청북도 청주시 청원구 오창읍 2산단로 185-1, 1층"
351,오송점,충청북도  청주시 흥덕구 오송읍 만수길 14-4
352,오산중앙점,경기도 오산시  경기대로 333번길 31
353,오산신장점,경기도 오산시  오산로348번길 3
354,오산대원점,경기도 오산시  오산로 198번길 29
355,오목천점,경기도 수원시 권선구  오목천로 31
356,오금점,서울특별시 송파구  마천로 196
357,예산읍점,충청남도 예산군 예산읍 역전로140번길21
358,예산삽교읍점,충청남도 예산군 삽교읍 삽교로 88
359,영통2동점,경기도 수원시 영통구 영통2동 77-2번지
360,영통1동점,경기도 수원시 영통구  반달로 7번길 40
361,영천동부점,"경상북도 영천시  창신1길 42, 301동 1층 3호"
362,영주휴천점,경상북도 영주시  지천로 108
363,영주대청점,부산광역시 중구  동영로 24
364,영주가흥점,경상북도 영주시 가흥동 1810-1
365,영월점,강원도  영월군  영월읍  중앙로 13
366,영암삼호점,"전라남도 영암군 삼호읍 삼호중앙로 234, 나동 1층"
367,영동읍점,충청북도 영동군 영동읍 계산리 588-36
368,영덕읍점,경상북도 영덕군 영덕읍 남석리 23번지
369,영덕영해점,경상북도 영덕군 영해면 성내리 481-3
370,염창역점,"서울특별시 양천구  공항대로 644, 지앤빌딩"
371,연일유강점,경상북도 포항시 남구  철강로 25번길 60
372,연수교현점,충청북도 충주시  갱고개로 39
373,연수1동점,인천광역시 연수구  먼우금로 264번길 12
374,연산2호점,부산광역시 연제구 연산동 798-1
375,연산1동점,부산광역시 연제구 연산동 615-10
376,연무읍점,충청남도 논산시 연무읍 연무로 180-1
377,연남점,서울특별시 마포구  동교로27길 91
378,역촌점,서울시 은평구  연서로 49
379,역삼2동점,"서울특별시 강남구  언주로 69길 16, 103호"
380,역삼1동점,"서울특별시 강남구  역삼로 129 ,104호"
381,역곡점,"경기도 부천시  부일로763번길 17, 1층 1호"
382,여주점,경기도 여주시  여흥로 108
383,여좌중앙점,경상남도 창원시 진해구  충장로41
384,여의도3호점,서울특별시 영등포구 여의도동 84
385,여의도1호점,서울특별시 영등포구 여의도동15-16 산정빌딩 105호
386,여월도당점,경기도 부천시 오정구 여월동 5번지 대원스카이빌 1층 11호
387,여수죽림점,전라남도 여수시 소라면 죽림중앙로 33
388,여수여천점,전라남도 여수시  망마로 102
389,여수여서점,전라남도 여수시  여문1로 28
390,여수봉산국동점,전라남도 여수시  어항로 27-1
391,여수미평점,전라남도 여수시  양지1길 6-14
392,여수문수점,전라남도 여수시  문수로 24
393,여수무선점,전라남도 여수시  화산1길 7
394,여수돌산점,전라남도 여수시 돌산읍 강남8길 15-34
395,여수관문점,전라남도 여수시 충무동 463-1번지
396,양주삼숭고읍점,"경기도 양주시  부흥로 2094, TS푸른솔3차아파트 상가동"
397,양주백석점,경기도 양주시 벡석읍 호명로 92
398,양주덕정점,경기도 양주시  고암길 154-12
399,양주덕계점,경기도 양주시 덕계동 473-4번지
400,양정염포점,울산광역시 북구  염포로 563
401,양재1동점,서울특별시 서초구 양재1동 110-5번지
402,양양점,강원도 양양군 양양읍 남문로15
403,양양낙산점,강원도 양양군 강현면 일출로 31-10
404,양산신도시점,"경상남도 양산시  양주로 38, 1층 108호"
405,양산석산점,"경상남도 양산시 동면 금오12길 4-5, 1층"
406,양산서창점,경상남도 양산시 삼호동 794-1 1층
407,양산범어점,경상남도 양산시 물금읍 범구로 17
408,양산물금점,"경상남도 양산시 물금읍 버들길 36, 1층"
409,양산덕계점,경상남도 양산시  배움터길 20
410,양구점,강원도 양구군 양구읍 중심로 184-1
411,야탑3동점,경기도 성남시분당구  벌말로 29번길 18
412,"야탑1,2동점","경기도 성남시분당구  판교로 443, 106-1,107-1호"
413,애월점,제주특별자치도 제주시 애월읍 고내로11길 30
414,압량조영점,경상북도 경산시 압량면 청운1로 89
415,압구정점,서울특별시 강남구 신사동 619-6번지
416,암사3동점,서울특별시 강동구  암사길 88
417,알펜시아점,강원도 평창군 대관령면 솔봉로 325
418,안양중앙시장점,경기도 안양시 만안구  냉천로 193번길 42 안양4동 711-120
419,안양박달점,경기도 안양시 만안구  박달로 506
420,안양관양점,경기도 안양시 동안구 관양1동 1386-18번지
421,안양7동점,"경기도 안양시 만안구  태평로 52번길 37, 지상 1층 110호"
422,안성한경대점,경기도 안성시 석정동 343번지 우남상가 102호
423,안산한양대점,경기도 안산시 상록구  사동 1550-8
424,안산초지점,경기도 안산시 단원구 초지동 742-9번지 메가쇼핑 113호
425,안산일동점,경기도 안산시 상록구 일동 88-2번지 102호
426,안산성포점,경기도 안산시 상록구 성포동 592-2번지 현대@상가 112동 107호
427,안동중앙점,경상북도 안동시  퇴계로 152
428,안동용상점,경상북도 안동시  경동로 908
429,안동1호점,경상북도 안동시  경동로 349
430,아산탕정점,"충청남도 아산시 탕정면 명암리 939-10, 101호"
431,아산장재점,"충청남도 아산시  용연로 71, 103호"
432,아산용화점,충청남도 아산시  온중로39
433,아산신창점,충청남도 아산시 신창면 행목리 215-3
434,아산둔포테크노벨리점,충청남도 아산시 둔포면 석곡리 1797
435,아산권곡점,"충청남도 아산시  청운로 146번길 2, 201호"
436,쌍문점,서울특별시 도봉구  도봉로 125길 53
437,심곡점,"경기도 부천시  신흥로 22, 1층 105호(심곡동, 스카이파크)"
438,신흥약대점,경기도 부천시 원미구  약대동 118
439,신현원창점,"인천광역시 서구   원창로 222,1층"
440,신평비산점,경상북도 구미시  구미대로30길 26
441,신탄진점,대전광역시 대덕구  덕암로 255
442,신촌점,서울특별시 서대문구  연세로 42-32
443,신창신가점,광주광역시 광산구  신창로86번길 7-9
444,신정4동점,서울특별시 양천구  오목로 130
445,신정3동점,서울특별시 양천구 신정3동 761-89번지 대승프라자 103호
446,신월성점,"대구광역시 달서구 조암남로85,115호 (월성동,DS타워)"
447,신월사파점,경상남도 창원시 의창구  원이대로 687
448,"신월3,5동점",서울특별시 양천구 신월5동 58-1번지
449,"신월2,4동점",서울특별시 양천구 신월동 500-11
450,신시가지점,제주도 서귀포시  신서귀로 43
451,신수점,"서울특별시 마포구 토정로18길 11,상가동 102호"
452,신성점,대전광역시 유성구  신성로 66
453,신봉점,"경기도 용인시 수지구 신봉동 신봉1로48번길 11, 뉴골드프라자 106호"
454,신림동점,서울특별시 관악구  신림동길 27
455,신둔점,경기도 이천시 신둔면 증신로 561
456,신도림점,서울특별시 구로구  신도림로11길 45
457,신대점,전라남도 순천시 해룡면 매안4길 22
458,신대방1동점,서울특별시 동작구  신대방1길 16
459,신당역점,서울특별시 중구  퇴계로87길 22
460,"신당3,4동점","서울특별시 중구  다산로32, 2상가 108호"
461,신내1동점,서울특별시 중랑구 신내1동 398-4번지
462,신길뉴타운점,"서울특별시 영등포구  신길로 119, 112동 110호 (신길동, 한화꿈에그린상가)"
463,신기북정점,"경상남도 양산시  북정로114 상가5동 1층, 106호"
464,신곡2동점,"경기도 의정부시  부용로210번길 17, 101호"
465,신곡1동점,경기도 의정부시  발곡로31번길 15
466,신갈점,경기도 용인시 기흥구  구갈로60번길 11
467,시흥월곶점,경기도 시흥시 월곶동 994-1번지 주영프라자 101호
468,시흥신천점,경기도 시흥시 신천동 378-7
469,시흥대야점,경기도 시흥시 대야동 475-11번지
470,시흥능곡점,경기도 시흥시  능곡로 182
471,시흥5동점,서울특별시 금천구  금하로 731-7
472,시흥1동점,서울특별시 금천구  은행나무로 24
473,시립대점,서울특별시 동대문구 전농동 155번지 삼성@상가 201호
474,순천풍덕점,전라남도 순천시  풍덕주택길 3
475,순천조례점,전라남도 순천시  봉화3길 5
476,순천연향점,전라남도  순천시   연향1로 12
477,순천북부점,전라남도 순천시  업동2길 2
478,순천남부점,전라남도 순천시  우석로 202
479,순창점,전라북도 순창군 순창읍 장류로 358
480,수택3동점,경기도 구리시 수택3동 853번지 럭키아파트상가 108호
481,수택2동점,"경기도 구리시  벌말로 185, 117호"
482,수진점, 
483,수유2동벽산점,서울특별시 강북구  삼양로 424
484,수원조원1동점,경기도 수원시 장안구  조원로 111번길 31
485,수원정자3동점,경기도 수원시 장안구 천천동 481-5 1층
486,수원정자2동점,경기도 수원시 장안구 정자2동 46-41번지
487,수원인계점,경기도 수원시 팔달구 인계동 1008-24
488,수원율전점,"경기도 수원시 장안구  서부로2197번길 40, 101호"
489,수원영화점,경기도 수원시 장안구 정조로934번길 46
490,수원역점,경기도 수원시 팔달구  매산로52번길 8-1
491,수완2호점,"광주광역시 광산구 신가 1245, 1층"
492,수암신정2호점,"울산광역시 남구  신선로 45, 롯데캐슬중앙상가동 209호"
493,수석석남점,충청남도 서산시  덕지천로 105 (석림동)
494,수색증산점,서울특별시 은평구 증산서길 98
495,수락점,"서울특별시 노원구 동일로 239길 19, 105호"
496,수내점,"경기도 성남시분당구  발이봉남로 3번길 4, 1층"
497,수곡모충점,충청북도 청주시 서원구  구룡산로 340
498,송파점,"서울특별시 송파구  송이로2길 3, 1층"
499,송촌점,대전광역시 대덕구  동춘당로 44번길 20
500,송천에코점,전라북도 전주시덕진구 송천로 112-42
501,송우리점,경기도 포천시 소흘읍 송우로 55-5
502,송림송현점,인천광역시 동구  금곡로 86-1
503,송도신도시점,인천광역시 연수구  컨벤시아대로 50
504,송도3동점,인천광역시 연수구 송도동 190-2  글로벌캠퍼스푸르지오상가 202동 131호
505,송내북부역점,경기도 부천시 원미구 상동 429-14
506,송내2동점,경기도 부천시 소사구 송내2동 628-24번지
507,속초조양점,"강원도 속초시  조양상가길 2, 110호"
508,속초교동점,강원도 속초시 교동 교동로 113번지
509,소하2동점,경기도 광명시  성채로 50번길 33
510,소하1동점,경기도 광명시 소하1동 1324번지 주공아파트 상가 (후문)
511,소촌우산점,광주광역시 광산구  사암로106번길 57
512,소사점,경기도 부천시 소사구 소사본3동 400-7 청구@ 상가 101호
513,소사벌점,경기도 평택시  비전6길 2-14
514,세종한솔새롬점,"세종특별자치시   누리로 119, 첫마을아파트상가동 제비 103호"
515,세종종촌점,"세종특별자치시   도움3로 105-8, 109호"
516,세종보람점,"세종특별자치시 한누리대로2129 스타힐타워 2동 115,116호"
517,세종고운점,세종특별자치시 마음로151 907동 1층
518,세교통복점,경기도 평택시  통복시장로 54번길 16-7
519,세교1호점,경기도 오산시 궐동 612-1 대유프라자 1층 107호
520,성현점,서울특별시 관악구 봉천동 466-76
521,성연테크노벨리점,"충청남도 서산시 성연면 충의로 696, 102호"
522,성신여대점,서울특별시 성북구 동선2가 145번지
523,성수1호점,서울특별시 성동구 성수1가2동 13-382 1층
524,성서계명대점,대구광역시 달서구  서당로9안길 5
525,성산2동점,서울특별시 마포구  성암로7길 25
526,성당본리점,대구광역시 달서구  대명천로 96
527,성내3동점,서울특별시 강동구 성내동 433-14 1층
528,성내2동점,"서울특별시 강동구 성내동 25-1번지 이안A상가 110,111호"
529,성남하대원점,"경기도 성남시 중원구  마지로 155번길 25-12, 106호"
530,성남중앙점,경기도 성남시중원구  광명로 209
531,성건중부점,경상북도 경주시  북성로 98
532,선학점,인천광역시 연수구  비류대로529번길 3
533,선부3동점,경기도 안산시 단원구  선부3동 1116-14번지
534,석촌점,서울특별시 송파구  송파대로45길 16
535,석수2동점,경기도 안양시 만안구  안양로 532번길 27
536,석관점,"서울특별시 성북구  돌곶이로 21, 1층"
537,서판교점,"경기도 성남시 분당구  운중로 178번길 1, 107호"
538,서충주신도시점,"충청북도 충주시 대소원면 첨단산업4로 31, 1층"
539,서초3동점,서울특별시 서초구   반포대로22길 79-5
540,서초2동점,서울특별시 서초구  서운로 79
541,서천점,충청남도 서천군 서천읍 사곡리 304-68
542,서창지구점,인천광역시 남동구 서창동 112 서창먹거리타운 1층
543,서울대방점,서울특별시 동작구  대방동23길 42
544,서산동문점,"충청남도 서산시  율지 19길 47-10, 1층"
545,서부전하점,울산광역시 동구 봉수로 290 상가동 제비201호(e편한세상전하)
546,서부신시가지점,전주시 완산구  후곡길 23-11
547,서림점,서울특별시 관악구 신림동 96-60 한강뉴스타
548,서둔탑동점,경기도 수원시 권선구  서둔로 221
549,서대문연희점,"서울특별시 서대문구  연희로 170, 1층"
550,서교점,"서울특별시 마포구 잔다리로 74, 1층"
551,서곡지구점,전라북도 전주시 완산구  서곡1길 1-4 1층
552,서강점,"서울특별시 마포구  창전로 45, 102-103"
553,새솔동점,"경기도 화성시  수노을1로 191,  상가 4동 1층 102호 (새솔동, 송산그린시티 이지더원 레이크뷰)"
554,상현2동점,경기도 용인시 수지구 상현2동 54-5 가동 102호
555,상주냉림무양점,경상북도 상주시  냉림2길 31-3
556,상일점,서울특별시 강동구 상일동 237번지
557,상암점,서울특별시 마포구 상암동 30-1번지 형제빌딩 103호
558,상무2호점,광주광역시 서구  화정로85번길 30-1
559,상동하당점,전라남도 목포시  상리로15번길 15
560,상도4동점,서울특별시 동작구  성대로 63
561,상도1호점,서울특별시 동작구 상도동 436
562,상계보람점,서울시 노원구  노원로34길 66 1층(상계동)
563,"상계6,7동점",서울특별시 노원구 상계동 728-3 주공6단지 상가 101호
564,상.중동점,대구광역시 수성구  상화로66
565,삼천포점,경상남도 사천시 벌리동 420-8번지
566,삼척점,강원도 삼척시 대학로 40
567,삼전점,"서울특별시 송파구  백제고분로21길 20, 1층 102호"
568,삼송1호점,경기도 고양시 덕양구 동산동 355-1번지
569,삼성2동점,"서울특별시 강남구  삼성로103길 12, 123"
570,삼산2동점,인천광역시 부평구 삼산동 453-1번지
571,삼산1동점,인천광역시 부평구 삼산동 삼산동 222-34
572,산북소룡점,전라북도 군산시  원산북2길 37
573,산본1동점,"경기도 군포시 군포로745번길 45, 1층"
574,산남성화점,충청북도 청주시 서원구  두꺼비로 27번길 5-11
575,산곡4동점,"인천광역시 부평구  원길로11번길 33, 1층"
576,산곡2동점,인천광역시 부평구  화랑북로 11번길 38
577,사창사직2점,충청북도 청주시 서원구  사직대로 144번길 35-2
578,사동계양점,경상북도 경산시  백양로34길 16
579,"사당4,5동점",서울특별시 동작구 사당4동 272-3
580,사당1동점,서울특별시 동작구 사당동 1038-12
581,사2동점,"경기도 안산시 상록구  감골로 33, 101호"
582,비전2동점,경기도 평택시 비전2동 855-1번지
583,비래가양점,대전광역시 동구 가양동 28-12번지
584,불현점,경기도 동두천시 지행동 275-18
585,불로봉무점,대구광역시 동구 팔공로101길 47
586,불로동점,인천광역시 서구 불로동 308번지
587,불당쌍용3동점,충청남도 천안시 서북구  쌍용12길 10-4
588,불광1동점,서울특별시 은평구  불광로 114
589,분당동점,경기도 성남시 분당구 분당동 96번지
590,북아현점,"서울특별시 서대문구  북아현로1길 50, 상가1동 106호"
591,북변사우점,경기도 김포시 사우동 1066번지
592,북가좌1호점,서울특별시 서대문구  증가로 223
593,부흥달안점,"경기도 안양시 동안구  동안로 194, 1층 117호"
594,부평역점,인천광역시 부평구  부평문화로 107-03
595,부평4동점,"인천광역시 부평구  주부토로 109, 1층(일부호)"
596,부천중동점,경기도 부천시 원미구 중1동 1123-2번지 107호
597,부천원종2동점,경기도 부천시 오정구 원종동 224-8번지
598,부천원미점,경기도 부천시원미구  원미로 137
599,부천상동점,경기도 부천시 원미구  조마루로85번길 7-62
600,부천남부역점,"경기도  부천시  성주로 245, 102호(심곡본동, LG아트빌)"
601,부여점,충청남도 부여군 부여읍 중앙로5번길 24-10
602,부안읍점,전라북도 부안군 부안읍 학동길 21-1
603,부산화명점,부산광역시 북구 화명3동 2287-1 리버사이드빌딩 107-1호
604,부산학장점,부산광역시 사상구  대동로147-3
605,부산하단점,부산광역시 사하구 하단2동 870-268번지
606,부산토곡점,부산광역시 연제구  과정로 132번길 50
607,부산초읍점,부산광역시 부산진구  성지로 104번길 46
608,부산초량점,부산광역시 동구  초량로 59
609,부산청학점,부산광역시 영도구 청학동 신도브래뉴 상가 112호
610,부산주례점,부산광역시 사상구  양지로 8번길 45-15
611,부산주례2호점,부산광역시 사상구 주례동 80-29번지 1층
612,부산좌동점,부산광역시 해운대구  좌동순환로 275
613,부산전포점,부산광역시 부산진구  서전로 58번길 51
614,부산재송점,부산광역시 해운대구  해운대로143번길 51
615,부산장전점,부산광역시 금정구  장전온천천로 73번길 6
616,부산장림점,부산광역시 사하구  다대로 320번길 25
617,부산우동점,부산광역시 해운대구  우동1로 45
618,부산우2동점,"부산광역시 해운대구  해운대로 361, 103호"
619,부산온천점,부산광역시 동래구  중앙대로 1335번길 21
620,부산엄궁점,부산광역시 사상구  엄궁북로 4번길 7
621,부산양정점,부산광역시 부산진구  양정로 6
622,부산안락점,"부산광역시 동래구  안락로 109, 크로바맨션아파트 상가 1호"
623,부산수정점,부산광역시 동구  홍곡로 74
624,부산수영점,"부산광역시 수영구  수영로 741번길 46, 협성르네상스상가 218동 10"
625,부산수민점,부산광역시 동래구 수안동 34-1번지 새동래상가 6동 104호
626,부산송도점,부산광역시 서구  암남공원로 27
627,부산서동점,부산광역시 금정구  서곡로 34
628,부산사직점,부산광역시 동래구 사직1동 47-23번지
629,부산부암점,부산광역시 부산진구  백양순환로 137-1
630,부산부곡점,부산광역시 금정구  중앙대로1706번길 15
631,부산부곡2호점,부산광역시 금정구  서동로36 (부곡동)
632,부산범천점,부산광역시 부산진구 범일로192번길54
633,부산반여점,부산광역시 해운대구  선수촌로162-1 (반여동)
634,부산반여2호점,부산광역시 해운대구  재반로 242번길 29-70
635,부산반송점,"부산광역시 해운대구  윗반송로 51번길 46-1, 1층"
636,부산문현점,부산광역시 남구 문현1동 13-63번지
637,부산명지점,부산광역시 강서구  명지오션시티2로71
638,부산명장점,부산광역시 동래구  명안로 81
639,부산망미점,부산광역시 수영구 과정로41번길 45 (부산광역시 수영구 망미동 445-2)
640,부산만덕점,"부산광역시 북구  만덕2로44번길72, 106동 106호"
641,부산동삼점,부산광역시 영도구  동삼로 79
642,부산덕포점,부산광역시 사상구  삼덕로 72-1
643,부산덕천점,부산광역시 북구 덕천1동 408-18번지
644,부산대연점,부산광역시 남구  못골로41번길 13
645,부산대신점,부산광역시 서구 서대신동3가 279-14번지 2통 4반
646,부산당리점,부산광역시 사하구  다대로 4
647,부산당감점,부산광역시 부산진구  당감서로 118-1
648,부산다대점,부산광역시 사하구 다대1동 933-12번지
649,부산남항점,부산광역시  영도구   절영로93번길 25-1
650,부산남천점,"부산광역시 수영구 (남천동) 수영로408번길 65, 상가동 2호"
651,부산남산점,부산광역시 금정구  남산로37번길 60
652,부산낙민점,부산광역시 동래구  안남로 69
653,부산기장점,부산광역시 기장군 기장읍 차성동로 161
654,부산금곡점,부산광역시 북구  효열로 207
655,부산구포점,부산광역시 북구  시랑로7번길 4
656,부산구서점,부산광역시 금정구 구서2동 184-23번지
657,부산괴정점,부산광역시 사하구 괴정동 929번지
658,부산괴정2호점,부산광역시 사하구  사리로 42
659,부산거제점,"부산광역시 연제구 중앙대로 1167, 105호"
660,부산개금점,부산광역시 부산진구 개금3동 470-8번지
661,부산감천점,부산광역시 사하구  감천로 69
662,부산감만점,부산광역시 남구  우암로 79번길 1
663,부산가야점,부산광역시 부산진구  가야대로 552번길 135
664,부개2동점,인천광역시 부평구 부개동 124-51번지
665,봉일천점,경기도 파주시 조리읍 봉일천리 142-3번지
666,봉동점,"전북 완주군 봉동읍 완주산단8로 24, 1층 103호"
667,봉담1호점,"경기도 화성시 봉담읍 상봉길 31, 지맨프라자 119-1호"
668,봄그리고가을리조트점,제주도 서귀포시 성산읍  해맞이해안로2660
669,본오2동점,경기도 안산시 상록구  본이로 8
670,본동월성2동점,"대구광역시 달서구 와룡로5길11,1층(본동)"
671,복대개신점,"충청북도 청주시 흥덕구  풍산로147번길 1, 1층 103호"
672,보성읍점,전라남도 보성군 보성읍 중앙로96-1
673,보성벌교점,전라남도 보성군 벌교읍 채동선로 249
674,보령동대점,충청남도 보령시 동대동 476-4번지
675,병점2동점,"경기도 화성시  병점로 48, 1층 101호(병점동)"
676,별내2호점,"경기도 남양주시  순화궁로 382-1, 별사랑마을2-2단지상가 104호"
677,별내1호점,경기도 남양주시  별내3로92
678,"범어1,2,3동점",대구광역시 수성구  동대구로73길 24
679,번동점,"서울특별시 강북구 번동 330-1, 104호"
680,백석1동점,경기도 고양시일산동구 백석동 1210-5
681,배방점,충청남도 아산시 배방읍 모산로 136
682,배곧캠퍼스점,경기도 시흥시  배곧1로 27-15
683,배곧신도시점,경기도 시흥시  배곧4로30 배곧타운116호
684,방화역점,서울특별시 강서구 방화동 830-1 에어뷰오피스텔2 101호
685,방학1동점,"서울특별시 도봉구  도당로 133, 1층"
686,방이점,서울특별시 송파구  가락로 267
687,방배4동점,"서울특별시 서초구  방배로32길 8, 1층 (조일빌딩)"
688,방배1동점,서울특별시 서초구  방배로 13길 34
